snr_db,realization,noise_sigma,eta_dc,eta_total,eta_ac,eps_l2_vs_clean,eps_l2_ac_vs_clean,rmse_vs_clean,eps_parseval
20.0,47,6.663914126044088,0.933165176546194,0.9919540591150194,0.8796145412048303,0.09205221306875672,0.35226791282030645,23.495171763318265,2.775113879355511e-16
20.0,48,6.663914126044088,0.928048509415128,0.9924175541883274,0.8946172518451385,0.09220515374350861,0.35312449682138697,23.53420795053312,5.4615069984671e-16
20.0,49,6.663914126044088,0.9339783181486918,0.9906846067411909,0.8589040297429994,0.09257742545325665,0.35453168113845446,23.62922563095131,4.119620658547244e-16
20.0,50,6.663914126044088,0.9246408297880186,0.9902185027322726,0.8702016325257741,0.09261928688522966,0.3523057046397097,23.63991023593446,1.3951615315476392e-16
20.0,51,6.663914126044088,0.9314844050995611,0.9897126698690384,0.8498541807027992,0.09265206587855065,0.3523141135303056,23.648276662472515,2.8124974366859476e-16
20.0,52,6.663914126044088,0.924197150813406,0.9906886928897845,0.8771641539845692,0.0928655767195882,0.3510529946804178,23.702772624234576,1.4065520975857888e-16
20.0,53,6.663914126044088,0.9325228803002017,0.9915743381188763,0.8751330537134777,0.0939287839217576,0.3586307193359568,23.974142915096664,1.354663515637771e-16
20.0,54,6.663914126044088,0.9341742803790306,0.9930008090235082,0.8936708779365589,0.0920548155629106,0.35256158555878125,23.495836017279363,1.375158178566308e-16
20.0,55,6.663914126044088,0.9339595405971414,0.9910998640693085,0.8652320712004894,0.09276007922114912,0.35419788588677015,23.67584571217245,1.3572803254372145e-16
20.0,56,6.663914126044088,0.9305360515702817,0.9925816718674475,0.8932060687558228,0.092176843684036,0.35277490725716004,23.526982163256914,2.766212461121848e-16
20.0,57,6.663914126044088,0.9317163196054911,0.9932065846584021,0.9005118748381906,0.09380419171452245,0.35725874133706886,23.942342318329104,2.8063892933802876e-16
20.0,58,6.663914126044088,0.9302158149015277,0.9916849272031314,0.8808458852799514,0.09267780284299958,0.3547238681704855,23.65484569954653,1.3624755149435878e-16
20.0,59,6.663914126044088,0.9341809017407953,0.9916142034802609,0.8725932633304246,0.09306830256456365,0.35645304081093626,23.754515851146508,5.503605935079264e-16
20.0,60,6.663914126044088,0.9272433448874138,0.9894309267463529,0.8547339313868663,0.09124818570499776,0.3493306784430822,23.289953872469574,1.3757633317789362e-16
20.0,61,6.663914126044088,0.9275428568660775,0.9894079079283072,0.8538157645531826,0.09161677090581358,0.3495674392430685,23.384030617763205,1.3912185113572104e-16
20.0,62,6.663914126044088,0.9346164041141184,0.9919117804063288,0.8762958891433843,0.09194472184517904,0.3521036927356351,23.46773597794372,2.7669575252899563e-16
20.0,63,6.663914126044088,0.9327496131911287,0.9904797479339339,0.8584357277658023,0.09175480857919498,0.3513500348017264,23.419263000970357,1.3816934646527521e-16
20.0,64,6.663914126044088,0.9268942899660587,0.9891458855733699,0.8515285000092215,0.09228801603829204,0.35346862055033207,23.55535751102424,0.0
20.0,65,6.663914126044088,0.931273391691076,0.9914074046827457,0.8749742562788657,0.09240836297152255,0.3531447196381985,23.58607455489724,1.3915408412570219e-16
20.0,66,6.663914126044088,0.9272177382002547,0.9920413477171307,0.8906512097031702,0.09244384990189444,0.353152617210258,23.595132148372127,8.321231759918847e-16
20.0,67,6.663914126044088,0.932093541797686,0.9908845598099953,0.8657647529952616,0.0922381408497929,0.3519096982689933,23.54262749529241,1.352112591968309e-16
20.0,68,6.663914126044088,0.929784144588143,0.9903470025989957,0.862523964930942,0.09296148378263636,0.35600490227557496,23.72725169806139,2.7342538457085935e-16
20.0,69,6.663914126044088,0.9327567661660743,0.9928805534024377,0.8941239706712256,0.09192023190421718,0.35206764032096427,23.461485227959653,1.3759751870726182e-16
20.0,70,6.663914126044088,0.9327925094824271,0.9908742303172469,0.8642149913279823,0.09167353162693076,0.3509439471938825,23.3985180792549,1.3843972827851875e-16
20.0,71,6.663914126044088,0.9301710852627363,0.9923717202307717,0.8907575780329665,0.09220975726201787,0.353162330272467,23.535382940840083,1.3698022487790912e-16
20.0,72,6.663914126044088,0.9336641602912347,0.9938130386437299,0.9067327498463496,0.09199880327662725,0.3521873378893219,23.481539584383167,1.3857633912810127e-16
20.0,73,6.663914126044088,0.9307034736184585,0.9922700252613129,0.8884507616424152,0.09203322427064133,0.3518000608669234,23.49032511098448,5.558329049429276e-16
20.0,74,6.663914126044088,0.9273253964486571,0.9902156646323665,0.8653678879621151,0.09348984894301739,0.35520101878148,23.86211027215817,2.804222316670861e-16
20.0,75,6.663914126044088,0.9347748312761063,0.9911413900357939,0.8641841770972515,0.09360761514134021,0.3581703621144895,23.892168615844493,5.564029615119322e-16
